type,end,end1,end2,grammar,endlen
.f.,a,ābhi,bhi,.f.$.pl.$.abl.,1
.f.,a,āhi,hi,.f.$.pl.$.abl.,1
.f.,a,ā,ā,.f.$.pl.$.acc.,1
.f.,a,āyo,yo,.f.$.pl.$.acc.,1
.f.,a,ānaṃ,naṃ,.f.$.pl.$.dat.,1
.f.,a,ānaṃ,naṃ,.f.$.pl.$.gen.,1
.f.,a,ābhi,bhi,.f.$.pl.$.inst.,1
.f.,a,āhi,hi,.f.$.pl.$.inst.,1
.f.,a,āsu,su,.f.$.pl.$.loc.,1
.f.,a,ā,ā,.f.$.pl.$.nom.,1
.f.,a,āyo,yo,.f.$.pl.$.nom.,1
.f.,a,ā,ā,.f.$.pl.$.voc.,1
.f.,a,āyo,yo,.f.$.pl.$.voc.,1
.f.,a,ato,to,.f.$.sg.$.abl.,1
.f.,a,āya,ya,.f.$.sg.$.abl.,1
.f.,a,aṃ,ṃ,.f.$.sg.$.acc.,1
.f.,a,āya,ya,.f.$.sg.$.dat.,1
.f.,a,āya,ya,.f.$.sg.$.gen.,1
.f.,a,āya,ya,.f.$.sg.$.inst.,1
.f.,a,āya,ya,.f.$.sg.$.loc.,1
.f.,a,āyaṃ,yaṃ,.f.$.sg.$.loc.,1
.f.,a,ā,a,.f.$.sg.$.nom.,1
.f.,a,ā,a,.f.$.sg.$.voc.,1
.f.,a,e,e,.f.$.sg.$.voc.,1
.m.,a,ebhi,ebhi,.m.$.pl.$.abl.,1
.m.,a,ehi,ehi,.m.$.pl.$.abl.,1
.m.,a,e,e,.m.$.pl.$.acc.,1
.m.,a,anaṃ,naṃ,.m.$.pl.$.dat.,1
.m.,a,anaṃ,naṃ,.m.$.pl.$.gen.,1
.m.,a,ebhi,ebhi,.m.$.pl.$.inst.,1
.m.,a,ehi,ehi,.m.$.pl.$.inst.,1
.m.,a,esu,su,.m.$.pl.$.loc.,1
.m.,a,ā,ā,.m.$.pl.$.nom.,1
.m.,a,āse,āse,.m.$.pl.$.nom.,1
.m.,a,ā,ā,.m.$.pl.$.voc.,1
.m.,a,ā,ā,.m.$.sg.$.abl.,1
.m.,a,amhā,mhā,.m.$.sg.$.abl.,1
.m.,a,asmā,smā,.m.$.sg.$.abl.,1
.m.,a,ato,to,.m.$.sg.$.abl.,1
.m.,a,aṃ,ṃ,.m.$.sg.$.acc.,1
.m.,a,assa,ssa,.m.$.sg.$.dat.,1
.m.,a,āya,ya,.m.$.sg.$.dat.,1
.m.,a,assa,ssa,.m.$.sg.$.gen.,1
.m.,a,ena,ina,.m.$.sg.$.inst.,1
.m.,a,amhi,mhi,.m.$.sg.$.loc.,1
.m.,a,asmiṃ,smiṃ,.m.$.sg.$.loc.,1
.m.,a,e,e,.m.$.sg.$.loc.,1
.m.,a,o,o,.m.$.sg.$.nom.,1
.m.,a,a,a,.m.$.sg.$.voc.,1
.m.,a,ā,ā,.m.$.sg.$.voc.,1
.nt.,a,ebhi,ebhi,.nt.$.pl.$.abl.,1
.nt.,a,ehi,ehi,.nt.$.pl.$.abl.,1
.nt.,a,āni,ni,.nt.$.pl.$.acc.,1
.nt.,a,e,e,.nt.$.pl.$.acc.,1
.nt.,a,ānaṃ,naṃ,.nt.$.pl.$.dat.,1
.nt.,a,ānaṃ,naṃ,.nt.$.pl.$.gen.,1
.nt.,a,ebhi,ebhi,.nt.$.pl.$.inst.,1
.nt.,a,ehi,ehi,.nt.$.pl.$.inst.,1
.nt.,a,esu,su,.nt.$.pl.$.loc.,1
.nt.,a,ā,a,.nt.$.pl.$.nom.,1
.nt.,a,āni,ni,.nt.$.pl.$.nom.,1
.nt.,a,ā,ā,.nt.$.pl.$.voc.,1
.nt.,a,āni,ni,.nt.$.pl.$.voc.,1
.nt.,a,ā,ā,.nt.$.sg.$.abl.,1
.nt.,a,amhā,mhā,.nt.$.sg.$.abl.,1
.nt.,a,asmā,smā,.nt.$.sg.$.abl.,1
.nt.,a,ato,to,.nt.$.sg.$.abl.,1
.nt.,a,aṃ,ṃ,.nt.$.sg.$.acc.,1
.nt.,a,assa,ssa,.nt.$.sg.$.dat.,1
.nt.,a,āya,āya,.nt.$.sg.$.dat.,1
.nt.,a,assa,ssa,.nt.$.sg.$.gen.,1
.nt.,a,ena,ina,.nt.$.sg.$.inst.,1
.nt.,a,amhi,mhi,.nt.$.sg.$.loc.,1
.nt.,a,asmiṃ,smiṃ,.nt.$.sg.$.loc.,1
.nt.,a,e,i,.nt.$.sg.$.loc.,1
.nt.,a,aṃ,ṃ,.nt.$.sg.$.nom.,1
.nt.,a,a,a,.nt.$.sg.$.voc.,1
.f.,ant,antībhi,ībhi,.f.$.pl.$.abl.,3
.f.,ant,antīhi,īhi,.f.$.pl.$.abl.,3
.f.,ant,atībhi,ībhi,.f.$.pl.$.abl.,3
.f.,ant,atīhi,īhi,.f.$.pl.$.abl.,3
.f.,ant,antī,ī,.f.$.pl.$.acc.,3
.f.,ant,antiyo,iyo,.f.$.pl.$.acc.,3
.f.,ant,atī,ī,.f.$.pl.$.acc.,3
.f.,ant,atiyo,iyo,.f.$.pl.$.acc.,3
.f.,ant,antīnaṃ,īnaṃ,.f.$.pl.$.dat.,3
.f.,ant,atīnaṃ,īnaṃ,.f.$.pl.$.dat.,3
.f.,ant,antīnaṃ,īnaṃ,.f.$.pl.$.gen.,3
.f.,ant,atīnaṃ,īnaṃ,.f.$.pl.$.gen.,3
.f.,ant,antībhi,ībhi,.f.$.pl.$.inst.,3
.f.,ant,antīhi,īhi,.f.$.pl.$.inst.,3
.f.,ant,atībhi,ībhi,.f.$.pl.$.inst.,3
.f.,ant,atīhi,īhi,.f.$.pl.$.inst.,3
.f.,ant,antīsu,īsu,.f.$.pl.$.loc.,3
.f.,ant,atīsu,īsu,.f.$.pl.$.loc.,3
.f.,ant,antī,ī,.f.$.pl.$.nom.,3
.f.,ant,antiyo,iyo,.f.$.pl.$.nom.,3
.f.,ant,atī,ī,.f.$.pl.$.nom.,3
.f.,ant,atiyo,iyo,.f.$.pl.$.nom.,3
.f.,ant,antī,ī,.f.$.pl.$.voc.,3
.f.,ant,antiyo,iyo,.f.$.pl.$.voc.,3
.f.,ant,atī,ī,.f.$.pl.$.voc.,3
.f.,ant,atiyo,iyo,.f.$.pl.$.voc.,3
.f.,ant,antiyā,iyā,.f.$.sg.$.abl.,3
.f.,ant,atiyā,iyā,.f.$.sg.$.abl.,3
.f.,ant,antiṃ,iṃ,.f.$.sg.$.acc.,3
.f.,ant,atiṃ,iṃ,.f.$.sg.$.acc.,3
.f.,ant,antiyā,iyā,.f.$.sg.$.dat.,3
.f.,ant,atiyā,iyā,.f.$.sg.$.dat.,3
.f.,ant,antiyā,iyā,.f.$.sg.$.gen.,3
.f.,ant,atiyā,iyā,.f.$.sg.$.gen.,3
.f.,ant,antiyā,iyā,.f.$.sg.$.inst.,3
.f.,ant,atiyā,iyā,.f.$.sg.$.inst.,3
.f.,ant,antiyā,iyā,.f.$.sg.$.loc.,3
.f.,ant,antiyaṃ,iyaṃ,.f.$.sg.$.loc.,3
.f.,ant,atiyā,iyā,.f.$.sg.$.loc.,3
.f.,ant,atiyaṃ,iyaṃ,.f.$.sg.$.loc.,3
.f.,ant,antī,ī,.f.$.sg.$.nom.,3
.f.,ant,atī,ī,.f.$.sg.$.nom.,3
.f.,ant,antī,ī,.f.$.sg.$.voc.,3
.f.,ant,atī,ī,.f.$.sg.$.voc.,3
.m.,ant,ebhi,ebhi,.m.$.pl.$.abl.,3
.m.,ant,ehi,ehi,.m.$.pl.$.abl.,3
.m.,ant,e,e,.m.$.pl.$.acc.,3
.m.,ant,ānaṃ,naṃ,.m.$.pl.$.dat.,3
.m.,ant,ānaṃ,naṃ,.m.$.pl.$.gen.,3
.m.,ant,ebhi,ebhi,.m.$.pl.$.inst.,3
.m.,ant,ehi,ehi,.m.$.pl.$.inst.,3
.m.,ant,esu,su,.m.$.pl.$.loc.,3
.m.,ant,ā,ā,.m.$.pl.$.nom.,3
.m.,ant,ā,ā,.m.$.pl.$.voc.,3
.m.,ant,antamhā,mhā,.m.$.sg.$.abl.,3
.m.,ant,antasmā,smā,.m.$.sg.$.abl.,3
.m.,ant,atā,sā,.m.$.sg.$.abl.,3
.m.,ant,antaṃ,o,.m.$.sg.$.acc.,3
.m.,ant,antassa,so,.m.$.sg.$.dat.,3
.m.,ant,ato,ssa,.m.$.sg.$.dat.,3
.m.,ant,antassa,so,.m.$.sg.$.gen.,3
.m.,ant,ato,ssa,.m.$.sg.$.gen.,3
.m.,ant,atā,sā,.m.$.sg.$.inst.,3
.m.,ant,atena,na,.m.$.sg.$.inst.,3
.m.,ant,antamhi,mhi,.m.$.sg.$.loc.,3
.m.,ant,antasmiṃ,smiṃ,.m.$.sg.$.loc.,3
.m.,ant,ante,e,.m.$.sg.$.loc.,3
.m.,ant,ati,si,.m.$.sg.$.loc.,3
.m.,ant,aṃ,ṃ,.m.$.sg.$.nom.,3
.m.,ant,anto,o,.m.$.sg.$.nom.,3
.m.,ant,a,ā,.m.$.sg.$.voc.,3
.m.,ant,ā,ṃ,.m.$.sg.$.voc.,3
.m.,ant,aṃ,o,.m.$.sg.$.voc.,3
.nt.,ant,antebhi,ebhi,.nt.$.pl.$.abl.,3
.nt.,ant,antehi,ehi,.nt.$.pl.$.abl.,3
.nt.,ant,antã,ā,.nt.$.pl.$.acc.,3
.nt.,ant,antãni,āni,.nt.$.pl.$.acc.,3
.nt.,ant,antānaṃ,naṃ,.nt.$.pl.$.dat.,3
.nt.,ant,ataṃ,ṃ,.nt.$.pl.$.dat.,3
.nt.,ant,antānaṃ,naṃ,.nt.$.pl.$.gen.,3
.nt.,ant,ataṃ,ṃ,.nt.$.pl.$.gen.,3
.nt.,ant,antebhi,ebhi,.nt.$.pl.$.inst.,3
.nt.,ant,antehi,ehi,.nt.$.pl.$.inst.,3
.nt.,ant,antesu,su,.nt.$.pl.$.loc.,3
.nt.,ant,antã,ā,.nt.$.pl.$.nom.,3
.nt.,ant,antãni,āni,.nt.$.pl.$.nom.,3
.nt.,ant,antã,ā,.nt.$.pl.$.voc.,3
.nt.,ant,antãni,āni,.nt.$.pl.$.voc.,3
.nt.,ant,antamhā,mhā,.nt.$.sg.$.abl.,3
.nt.,ant,antasmā,smā,.nt.$.sg.$.abl.,3
.nt.,ant,atā,sā,.nt.$.sg.$.abl.,3
.nt.,ant,antaṃ,o,.nt.$.sg.$.acc.,3
.nt.,ant,antassa,so,.nt.$.sg.$.dat.,3
.nt.,ant,ato,ssa,.nt.$.sg.$.dat.,3
.nt.,ant,antassa,so,.nt.$.sg.$.gen.,3
.nt.,ant,ato,ssa,.nt.$.sg.$.gen.,3
.nt.,ant,atā,sā,.nt.$.sg.$.inst.,3
.nt.,ant,atena,na,.nt.$.sg.$.inst.,3
.nt.,ant,antamhi,mhi,.nt.$.sg.$.loc.,3
.nt.,ant,antasmiṃ,smiṃ,.nt.$.sg.$.loc.,3
.nt.,ant,ante,e,.nt.$.sg.$.loc.,3
.nt.,ant,ati,si,.nt.$.sg.$.loc.,3
.nt.,ant,antaṃ,ṃ,.nt.$.sg.$.nom.,3
.nt.,ant,anto,o,.nt.$.sg.$.nom.,3
.nt.,ant,a,ā,.nt.$.sg.$.voc.,3
.nt.,ant,ā,ṃ,.nt.$.sg.$.voc.,3
.nt.,ant,aṃ,o,.nt.$.sg.$.voc.,3
.f.,anta,antībhi,ībhi,.f.$.pl.$.abl.,4
.f.,anta,antīhi,īhi,.f.$.pl.$.abl.,4
.f.,anta,atībhi,ībhi,.f.$.pl.$.abl.,4
.f.,anta,atīhi,īhi,.f.$.pl.$.abl.,4
.f.,anta,antī,ī,.f.$.pl.$.acc.,4
.f.,anta,antiyo,iyo,.f.$.pl.$.acc.,4
.f.,anta,atī,ī,.f.$.pl.$.acc.,4
.f.,anta,atiyo,iyo,.f.$.pl.$.acc.,4
.f.,anta,antīnaṃ,īnaṃ,.f.$.pl.$.dat.,4
.f.,anta,atīnaṃ,īnaṃ,.f.$.pl.$.dat.,4
.f.,anta,antīnaṃ,īnaṃ,.f.$.pl.$.gen.,4
.f.,anta,atīnaṃ,īnaṃ,.f.$.pl.$.gen.,4
.f.,anta,antībhi,ībhi,.f.$.pl.$.inst.,4
.f.,anta,antīhi,īhi,.f.$.pl.$.inst.,4
.f.,anta,atībhi,ībhi,.f.$.pl.$.inst.,4
.f.,anta,atīhi,īhi,.f.$.pl.$.inst.,4
.f.,anta,antīsu,īsu,.f.$.pl.$.loc.,4
.f.,anta,atīsu,īsu,.f.$.pl.$.loc.,4
.f.,anta,antī,ī,.f.$.pl.$.nom.,4
.f.,anta,antiyo,iyo,.f.$.pl.$.nom.,4
.f.,anta,atī,ī,.f.$.pl.$.nom.,4
.f.,anta,atiyo,iyo,.f.$.pl.$.nom.,4
.f.,anta,antī,ī,.f.$.pl.$.voc.,4
.f.,anta,antiyo,iyo,.f.$.pl.$.voc.,4
.f.,anta,atī,ī,.f.$.pl.$.voc.,4
.f.,anta,atiyo,iyo,.f.$.pl.$.voc.,4
.f.,anta,antiyā,iyā,.f.$.sg.$.abl.,4
.f.,anta,atiyā,iyā,.f.$.sg.$.abl.,4
.f.,anta,antiṃ,iṃ,.f.$.sg.$.acc.,4
.f.,anta,atiṃ,iṃ,.f.$.sg.$.acc.,4
.f.,anta,antiyā,iyā,.f.$.sg.$.dat.,4
.f.,anta,atiyā,iyā,.f.$.sg.$.dat.,4
.f.,anta,antiyā,iyā,.f.$.sg.$.gen.,4
.f.,anta,atiyā,iyā,.f.$.sg.$.gen.,4
.f.,anta,antiyā,iyā,.f.$.sg.$.inst.,4
.f.,anta,atiyā,iyā,.f.$.sg.$.inst.,4
.f.,anta,antiyā,iyā,.f.$.sg.$.loc.,4
.f.,anta,antiyaṃ,iyaṃ,.f.$.sg.$.loc.,4
.f.,anta,atiyā,iyā,.f.$.sg.$.loc.,4
.f.,anta,atiyaṃ,iyaṃ,.f.$.sg.$.loc.,4
.f.,anta,antī,ī,.f.$.sg.$.nom.,4
.f.,anta,atī,ī,.f.$.sg.$.nom.,4
.f.,anta,antī,ī,.f.$.sg.$.voc.,4
.f.,anta,atī,ī,.f.$.sg.$.voc.,4
.m.,anta,ebhi,ebhi,.m.$.pl.$.abl.,4
.m.,anta,ehi,ehi,.m.$.pl.$.abl.,4
.m.,anta,e,e,.m.$.pl.$.acc.,4
.m.,anta,ānaṃ,naṃ,.m.$.pl.$.dat.,4
.m.,anta,ānaṃ,naṃ,.m.$.pl.$.gen.,4
.m.,anta,ebhi,ebhi,.m.$.pl.$.inst.,4
.m.,anta,ehi,ehi,.m.$.pl.$.inst.,4
.m.,anta,esu,su,.m.$.pl.$.loc.,4
.m.,anta,ā,ā,.m.$.pl.$.nom.,4
.m.,anta,ā,ā,.m.$.pl.$.voc.,4
.m.,anta,antamhā,mhā,.m.$.sg.$.abl.,4
.m.,anta,antasmā,smā,.m.$.sg.$.abl.,4
.m.,anta,atā,sā,.m.$.sg.$.abl.,4
.m.,anta,antaṃ,o,.m.$.sg.$.acc.,4
.m.,anta,antassa,so,.m.$.sg.$.dat.,4
.m.,anta,ato,ssa,.m.$.sg.$.dat.,4
.m.,anta,antassa,so,.m.$.sg.$.gen.,4
.m.,anta,ato,ssa,.m.$.sg.$.gen.,4
.m.,anta,atā,sā,.m.$.sg.$.inst.,4
.m.,anta,atena,na,.m.$.sg.$.inst.,4
.m.,anta,antamhi,mhi,.m.$.sg.$.loc.,4
.m.,anta,antasmiṃ,smiṃ,.m.$.sg.$.loc.,4
.m.,anta,ante,e,.m.$.sg.$.loc.,4
.m.,anta,ati,si,.m.$.sg.$.loc.,4
.m.,anta,aṃ,ṃ,.m.$.sg.$.nom.,4
.m.,anta,anto,o,.m.$.sg.$.nom.,4
.m.,anta,a,ā,.m.$.sg.$.voc.,4
.m.,anta,ā,ṃ,.m.$.sg.$.voc.,4
.m.,anta,aṃ,o,.m.$.sg.$.voc.,4
.nt.,anta,antebhi,ebhi,.nt.$.pl.$.abl.,4
.nt.,anta,antehi,ehi,.nt.$.pl.$.abl.,4
.nt.,anta,antã,ā,.nt.$.pl.$.acc.,4
.nt.,anta,antãni,āni,.nt.$.pl.$.acc.,4
.nt.,anta,antānaṃ,naṃ,.nt.$.pl.$.dat.,4
.nt.,anta,ataṃ,ṃ,.nt.$.pl.$.dat.,4
.nt.,anta,antānaṃ,naṃ,.nt.$.pl.$.gen.,4
.nt.,anta,ataṃ,ṃ,.nt.$.pl.$.gen.,4
.nt.,anta,antebhi,ebhi,.nt.$.pl.$.inst.,4
.nt.,anta,antehi,ehi,.nt.$.pl.$.inst.,4
.nt.,anta,antesu,su,.nt.$.pl.$.loc.,4
.nt.,anta,antã,ā,.nt.$.pl.$.nom.,4
.nt.,anta,antãni,āni,.nt.$.pl.$.nom.,4
.nt.,anta,antã,ā,.nt.$.pl.$.voc.,4
.nt.,anta,antãni,āni,.nt.$.pl.$.voc.,4
.nt.,anta,antamhā,mhā,.nt.$.sg.$.abl.,4
.nt.,anta,antasmā,smā,.nt.$.sg.$.abl.,4
.nt.,anta,atā,sā,.nt.$.sg.$.abl.,4
.nt.,anta,antaṃ,o,.nt.$.sg.$.acc.,4
.nt.,anta,antassa,so,.nt.$.sg.$.dat.,4
.nt.,anta,ato,ssa,.nt.$.sg.$.dat.,4
.nt.,anta,antassa,so,.nt.$.sg.$.gen.,4
.nt.,anta,ato,ssa,.nt.$.sg.$.gen.,4
.nt.,anta,atā,sā,.nt.$.sg.$.inst.,4
.nt.,anta,atena,na,.nt.$.sg.$.inst.,4
.nt.,anta,antamhi,mhi,.nt.$.sg.$.loc.,4
.nt.,anta,antasmiṃ,smiṃ,.nt.$.sg.$.loc.,4
.nt.,anta,ante,e,.nt.$.sg.$.loc.,4
.nt.,anta,ati,si,.nt.$.sg.$.loc.,4
.nt.,anta,antaṃ,ṃ,.nt.$.sg.$.nom.,4
.nt.,anta,anto,o,.nt.$.sg.$.nom.,4
.nt.,anta,a,ā,.nt.$.sg.$.voc.,4
.nt.,anta,ā,ṃ,.nt.$.sg.$.voc.,4
.nt.,anta,aṃ,o,.nt.$.sg.$.voc.,4
.f.,at,antībhi,ībhi,.f.$.pl.$.abl.,2
.f.,at,antīhi,īhi,.f.$.pl.$.abl.,2
.f.,at,atībhi,ībhi,.f.$.pl.$.abl.,2
.f.,at,atīhi,īhi,.f.$.pl.$.abl.,2
.f.,at,antī,ī,.f.$.pl.$.acc.,2
.f.,at,antiyo,iyo,.f.$.pl.$.acc.,2
.f.,at,atī,ī,.f.$.pl.$.acc.,2
.f.,at,atiyo,iyo,.f.$.pl.$.acc.,2
.f.,at,antīnaṃ,īnaṃ,.f.$.pl.$.dat.,2
.f.,at,atīnaṃ,īnaṃ,.f.$.pl.$.dat.,2
.f.,at,antīnaṃ,īnaṃ,.f.$.pl.$.gen.,2
.f.,at,atīnaṃ,īnaṃ,.f.$.pl.$.gen.,2
.f.,at,antībhi,ībhi,.f.$.pl.$.inst.,2
.f.,at,antīhi,īhi,.f.$.pl.$.inst.,2
.f.,at,atībhi,ībhi,.f.$.pl.$.inst.,2
.f.,at,atīhi,īhi,.f.$.pl.$.inst.,2
.f.,at,antīsu,īsu,.f.$.pl.$.loc.,2
.f.,at,atīsu,īsu,.f.$.pl.$.loc.,2
.f.,at,antī,ī,.f.$.pl.$.nom.,2
.f.,at,antiyo,iyo,.f.$.pl.$.nom.,2
.f.,at,atī,ī,.f.$.pl.$.nom.,2
.f.,at,atiyo,iyo,.f.$.pl.$.nom.,2
.f.,at,antī,ī,.f.$.pl.$.voc.,2
.f.,at,antiyo,iyo,.f.$.pl.$.voc.,2
.f.,at,atī,ī,.f.$.pl.$.voc.,2
.f.,at,atiyo,iyo,.f.$.pl.$.voc.,2
.f.,at,antiyā,iyā,.f.$.sg.$.abl.,2
.f.,at,atiyā,iyā,.f.$.sg.$.abl.,2
.f.,at,antiṃ,iṃ,.f.$.sg.$.acc.,2
.f.,at,atiṃ,iṃ,.f.$.sg.$.acc.,2
.f.,at,antiyā,iyā,.f.$.sg.$.dat.,2
.f.,at,atiyā,iyā,.f.$.sg.$.dat.,2
.f.,at,antiyā,iyā,.f.$.sg.$.gen.,2
.f.,at,atiyā,iyā,.f.$.sg.$.gen.,2
.f.,at,antiyā,iyā,.f.$.sg.$.inst.,2
.f.,at,atiyā,iyā,.f.$.sg.$.inst.,2
.f.,at,antiyā,iyā,.f.$.sg.$.loc.,2
.f.,at,antiyaṃ,iyaṃ,.f.$.sg.$.loc.,2
.f.,at,atiyā,iyā,.f.$.sg.$.loc.,2
.f.,at,atiyaṃ,iyaṃ,.f.$.sg.$.loc.,2
.f.,at,antī,ī,.f.$.sg.$.nom.,2
.f.,at,atī,ī,.f.$.sg.$.nom.,2
.f.,at,antī,ī,.f.$.sg.$.voc.,2
.f.,at,atī,ī,.f.$.sg.$.voc.,2
.m.,at,ebhi,ebhi,.m.$.pl.$.abl.,2
.m.,at,ehi,ehi,.m.$.pl.$.abl.,2
.m.,at,e,e,.m.$.pl.$.acc.,2
.m.,at,ānaṃ,naṃ,.m.$.pl.$.dat.,2
.m.,at,ānaṃ,naṃ,.m.$.pl.$.gen.,2
.m.,at,ebhi,ebhi,.m.$.pl.$.inst.,2
.m.,at,ehi,ehi,.m.$.pl.$.inst.,2
.m.,at,esu,su,.m.$.pl.$.loc.,2
.m.,at,ā,ā,.m.$.pl.$.nom.,2
.m.,at,ā,ā,.m.$.pl.$.voc.,2
.m.,at,antamhā,mhā,.m.$.sg.$.abl.,2
.m.,at,antasmā,smā,.m.$.sg.$.abl.,2
.m.,at,atā,sā,.m.$.sg.$.abl.,2
.m.,at,antaṃ,o,.m.$.sg.$.acc.,2
.m.,at,antassa,so,.m.$.sg.$.dat.,2
.m.,at,ato,ssa,.m.$.sg.$.dat.,2
.m.,at,antassa,so,.m.$.sg.$.gen.,2
.m.,at,ato,ssa,.m.$.sg.$.gen.,2
.m.,at,atā,sā,.m.$.sg.$.inst.,2
.m.,at,atena,na,.m.$.sg.$.inst.,2
.m.,at,antamhi,mhi,.m.$.sg.$.loc.,2
.m.,at,antasmiṃ,smiṃ,.m.$.sg.$.loc.,2
.m.,at,ante,e,.m.$.sg.$.loc.,2
.m.,at,ati,si,.m.$.sg.$.loc.,2
.m.,at,aṃ,ṃ,.m.$.sg.$.nom.,2
