1,三藏根本,0
2,经藏,0
3,长部,0
4,《戒蕴品》,93
4,《大品》,94
4,《巴提咖品》,95
3,中部,0
4,《根本五十经》,164
4,《中五十经》,165
4,《后五十经》,166
3,相应部,0
4,《有偈品》,167
4,《因缘品》,168
4,《蕴品》,169
4,《六处品》,170
4,《大品》,171
3,增支部,0
4,《一集》,84
4,《二集》,85
4,《三集》,86
4,《四集》,87
4,《五集》,88
4,《六集》,89
4,《七集》,90
4,《八集》,91
4,《九集》,92
4,《十集》,82
4,《十一集》,83
3,小部,0
4,《小诵》,154
4,《法句》,156
4,《自说》,157
4,《如是语》,158
4,《经集》,159
4,《天宫故事》,160
4,《鬼故事》,161
4,《长老偈》,162
4,《长老尼偈》,163
4,《长老传记1》,143
4,《长老传记2》,144
4,《诸佛史》,145
4,《所行藏》,146
4,《本生1》,147
4,《本生2》,148
4,《大义释》,149
4,《小义释》,150
4,《无碍解道》,151
4,《导论》,152
4,《弥林达问经》,153
4,《藏释》,155
2,律藏,0
3,经分别,0
4,《巴拉基咖》,213
4,《巴吉蒂亚》,214
3,犍度,0
4,《大品》,215
4,《小品》,216
3,附随,0
4,《附随》,217
2,阿毗达摩藏,0
3,法集论,0
4,《法集论》,73
3,分别论,0
4,《分别论》,74
3,界论,0
4,《界论》,75
3,人施设论,0
4,《人施设论》,76
3,论事,0
4,《论事》,77
3,双论,0
4,《双论一》,78
4,《双论二》,79
4,《双论三》,80
3,发趣论,0
4,《发趣论一》,81
4,《发趣论二》,69
4,《发趣论三》,70
4,《发趣论四》,71
4,《发趣论五》,72
1,义注,0
2,经藏,0
3,长部,0
4,《戒蕴品》,103
4,《大品》,104
4,《巴提咖品》,105
3,中部,0
4,《根本五十经》,130
4,《中五十经》,131
4,《后五十经》,132
3,相应部,0
4,《有偈品》,133
4,《因缘品》,134
4,《蕴品》,135
4,《六处品》,136
4,《大品》,137
3,增支部,0
4,《壹》,99
4,《贰三肆》,100
4,《伍陆柒》,101
4,《捌》,102
3,小部,0
4,《小诵》,116
4,《法句》,122
4,《自说》,123
4,《如是语》,124
4,《经集》,125
4,《天宫故事》,126
4,《鬼故事》,127
4,《长老偈一》,128
4,《长老偈二》,129
4,《长老尼偈》,106
4,《譬喻经》,107
4,《佛种姓》,108
4,《所行藏》,109
4,《本生一》,110
4,《本生二》,111
4,《本生三》,112
4,《本生四》,113
4,《本生五》,114
4,《本生六》,115
4,《本生七》,117
4,《大义释》,118
4,《小义释》,119
4,《无碍解道》,120
4,《导论》,121
2,律藏,0
3,经分别,0
4,《巴拉基咖》,138
4,《巴吉蒂亚》,139
3,犍度,0
4,《大品》,140
4,《小品》,141
3,附随,0
4,《附随》,142
2,阿毗达摩藏,0
4,《法集论》,96
4,《去除愚痴》,97
4,《五部论注》,98
1,复注,0
2,经藏,0
3,长部,0
4,《戒蕴品》,185
4,《大品》,186
4,《巴提咖品》,187
4,《戒蕴品新复注》（一）,188
4,《戒蕴品新复注》（二）,189
3,中部,0
4,《根本五十经》,192
4,《中五十经》,193
4,《后五十经》,194
3,相应部,0
4,《有偈品》,195
4,《因缘品》,196
4,《蕴品》,197
4,《六处品》,198
4,《大品》,199
3,增支部,0
4,《壹》,181
4,《贰三肆》,182
4,《伍陆柒》,183
4,《捌》,184
3,小部,0
4,《导论》,190
4,《导明释》,191
2,律藏,0
4,《心义灯一》,204
4,《心义灯二》,205
4,《心义灯三》,206
4,《两部本母》《疑惑度脱》,207
4,《律摄》,208
4,《金刚觉》,209
4,《疑惑解除》,210
4,《律庄严》,211
4,《疑惑度脱古复注》,212
4,《律裁定》《上裁定》,200
4,《律裁定复注》,201
4,《巴吉蒂亚解说》,202
4,《小学，根本学复注》,203
2,阿毗达摩藏,0
4,《法集论根本》,172
4,《分别论根本》,173
4,《五部论根本》,174
4,《法集论再复注》,175
4,《五部论再复注》,176
4,《入阿毗达摩论-名色差别论》,177
4,《摄阿毗达摩义论》,178
4,《入阿毗达摩论古复注》,179
4,《阿毗达摩论母》,180
1,其他典籍,0
2,清净之道,0
4,《清净之道-1》,64
4,《清净之道-2》,65
4,《清净之道-大复注-1》,66
4,《清净之道-大复注-2》,67
4,《清净之道-序论》,68
2,结集问答,0
4,《长部》,39
4,《中部》,40
4,《相应部》,41
4,《增支部》,42
4,《律藏》,43
4,《论藏》,44
4,《义注》,45
2,雷迪大师作品集,0
4,《词语手册》,22
4,《胜义手册》,23
4,《再解读》（阿毗达摩概要注）,24
4,《发趣总说手册》,25
2,礼敬佛陀作品集,0
4,《礼敬复注》,1
4,《大礼敬》,2
4,《质量——佛之礼赞偈》,3
4,《礼敬经典》,4
4,《胜者庄严》,5
4,《莲花合掌》,6
4,《道之蜜》,7
4,《佛陀功德颂》,8
2,史书集,0
4,《小史》,61
4,《教史》,62
4,《大史》,63
2,文法,0
4,《摩嘎拉那经》,13
4,《咖咤亚那语法》最古老的巴利文法,14
4,《论语法》（一）,15
4,《论语法》（二）,16
4,《句身成就》,17
4,《摩嘎拉那潘基卡》,18
4,《前方便成就》,19
4,《言起》（巴利偈颂学）,20
4,《同义字》,21
4,《同义字疏》,9
4,《庄严明了》,10
4,《庄严明了疏》,11
4,《巴利初学入门》,12
2,格言,0
4,《诗人镜子格言》,27
4,《格言集》,28
4,《法的格言》,29
4,《大阿拉汗格言》,30
4,《世间法》（格言集）,31
4,《经中格言》,32
4,《Sūrassatīnīti》,33
4,《Cāṇakyanītipāḷi》,34
4,《能干者灯释》,35
4,《四护卫禅灯释》,26
2,杂集,0
4,《趣味故事》,36
4,《边际清静》,37
4,《Vessantarāgīti》,38
2,斯里兰卡作品集,0
4,《习性相关》,52
4,《塔史》,53
4,《佛牙传承》,54
4,《舍利诵之光辉》,55
4,《舍利传承》,56
4,《哈塔瓦那嘎拉寺史》,57
4,《胜者所行》,58
4,《胜族明灯》,59
4,《油壶偈》,60
4,《弥林达问经复注》,46
4,《句宝函》,47
4,《造句》,48
4,《论语法点滴》,49
4,《咖咤亚那词根集》,50
4,《瑟曼德峰赞语》,51
